Steps (m),MeanDistance (d),Square root of Steps (m),Log (m),Log (d)
10320,90.97209391,101.5874008,13.33315535,6.507352155
10322,90.62764229,101.5972441,13.33343492,6.501879248
10324,89.90300856,101.6070864,13.33371443,6.49029749
10326,92.15592479,101.6169277,13.33399388,6.526005016
10328,87.40210175,101.6267681,13.33427329,6.449596067
10330,88.04013662,101.6366076,13.33455263,6.460089479
10332,88.32702238,101.6464461,13.33483193,6.464782972
10334,89.39258239,101.6562836,13.33511117,6.482083219
10336,88.36927359,101.6661202,13.33539035,6.46547292
10338,89.50944486,101.6759559,13.33566949,6.483968016
10340,90.95110814,101.6857906,13.33594857,6.507019311
10342,91.76170687,101.6956243,13.33622759,6.519820322
10344,89.85793693,101.7054571,13.33650656,6.489574034
10346,91.7196904,101.7152889,13.33678548,6.51915958
10348,91.12943334,101.7251198,13.33706434,6.509845191
10350,91.53702983,101.7349497,13.33734315,6.516283575
10352,90.141131,101.7447787,13.3376219,6.494113647
10354,88.2818639,101.7546068,13.3379006,6.464045185
10356,90.94568221,101.7644339,13.33817925,6.50693324
10358,88.50338852,101.77426,13.33845784,6.467660787
10360,88.70870516,101.7840852,13.33873638,6.471003781
10362,90.69267213,101.7939094,13.33901487,6.502914082
10364,91.33744137,101.8037327,13.3392933,6.513134471
10366,86.93477101,101.8135551,13.33957168,6.441861417
10368,90.9846065,101.8233765,13.33985,6.507550574
10370,89.60111503,101.8331969,13.34012827,6.485444781
10372,89.90622057,101.8430165,13.34040649,6.490349034
10374,91.55420115,101.852835,13.34068465,6.516554183
10376,89.73970117,101.8626526,13.34096276,6.487674475
10378,89.85259758,101.8724693,13.34124082,6.489488307
10380,89.50724023,101.882285,13.34151882,6.483932481
10382,88.99201242,101.8920998,13.34179677,6.475603946
10384,89.20916312,101.9019136,13.34207467,6.479119999
10386,91.0685959,101.9117265,13.34235251,6.508881736
10388,90.4831772,101.9215384,13.3426303,6.499577683
10390,88.43407242,101.9313494,13.34290803,6.466530422
10392,90.14998592,101.9411595,13.34318572,6.494255361
10394,90.28202882,101.9509686,13.34346334,6.496366934
10396,90.95524034,101.9607768,13.34374092,6.507084855
10398,89.24686647,101.970584,13.34401844,6.479729611
10400,92.37073272,101.9803903,13.34429591,6.529363907
10402,89.77450748,101.9901956,13.34457332,6.488233928
10404,89.42540107,102,13.34485068,6.482612779
10406,91.36021695,102.0098035,13.34512799,6.513494172
10408,89.63427041,102.019606,13.34540525,6.485978527
10410,89.85514057,102.0294075,13.34568245,6.489529137
10412,87.43561851,102.0392082,13.3459596,6.450149203
10414,90.01474635,102.0490078,13.34623669,6.49208946
10416,92.1474796,102.0588066,13.34651373,6.525872801
10418,88.93556908,102.0686044,13.34679072,6.474688624
10420,90.46648585,102.0784012,13.34706766,6.499311526
10422,88.9483883,102.0881972,13.34734454,6.47489656
10424,91.67242682,102.0979921,13.34762137,6.518415961
10426,91.18084324,102.1077862,13.34789814,6.510658846
10428,89.93464926,102.1175793,13.34817487,6.490805147
10430,93.12060755,102.1273715,13.34845154,6.541028566
10432,91.08572082,102.1371627,13.34872815,6.509153001
10434,90.6605279,102.146953,13.34900472,6.502402657
10436,88.71877515,102.1567423,13.34928123,6.471167543
10438,91.90147442,102.1665307,13.34955769,6.522016103
10440,90.79093224,102.1763182,13.34983409,6.50447631
10442,91.13345414,102.1861047,13.35011044,6.509908844
10444,93.49514978,102.1958903,13.35038674,6.54681962
10446,90.81553132,102.205675,13.35066299,6.504867144
10448,88.46370228,102.2154587,13.35093918,6.467013716
10450,91.45249388,102.2252415,13.35121532,6.514950607
10452,88.29512438,102.2350234,13.35149141,6.46426187
10454,89.3770097,102.2448043,13.35176744,6.481831872
10456,91.66517355,102.2545842,13.35204343,6.518301808
10458,93.44719059,102.2643633,13.35231935,6.546079386
10460,92.3443358,102.2741414,13.35259523,6.528951567
10462,90.51647961,102.2839186,13.35287105,6.500108571
10464,90.88920439,102.2936948,13.35314683,6.506037039
10466,89.93093158,102.3034701,13.35342254,6.490745508
10468,89.09054522,102.3132445,13.35369821,6.477200428
10470,91.67827341,102.3230179,13.35397382,6.518507969
10472,90.77971012,102.3327904,13.35424938,6.504297976
10474,90.90276917,102.342562,13.35452489,6.506252339
10476,90.0651524,102.3523327,13.35480034,6.492897108
10478,91.28926368,102.3621024,13.35507575,6.512373293
10480,89.32274562,102.3718711,13.3553511,6.480955693
10482,90.38661467,102.381639,13.35562639,6.498037235
10484,89.98868812,102.3914059,13.35590164,6.491671756
10486,92.46861136,102.4011719,13.35617683,6.530891818
10488,91.02600831,102.4109369,13.35645197,6.508206912
10490,90.5354858,102.420701,13.35672706,6.500411469
10492,91.61477126,102.4304642,13.35700209,6.517508321
10494,91.9840497,102.4402265,13.35727707,6.52331181
10496,90.19905099,102.4499878,13.357552,6.495040349
10498,90.65840895,102.4597482,13.35782688,6.502368937
10500,90.62682619,102.4695077,13.35810171,6.501866256
10502,90.75100971,102.4792662,13.35837648,6.50384179
10504,94.381908,102.4890238,13.3586512,6.560438432
10506,90.54549315,102.4987805,13.35892587,6.500570929
10508,90.68427857,102.5085362,13.35920049,6.502780555
10510,92.59927782,102.5182911,13.35947505,6.532929037
10512,90.77302127,102.5280449,13.35974956,6.504191671
10514,91.83743363,102.5377979,13.36002402,6.521010422
10516,95.33237773,102.5475499,13.36029843,6.574894375
10518,92.0268627,102.5573011,13.36057278,6.523983141
10520,93.68130061,102.5670512,13.36084708,6.5496892
10522,91.54385792,102.5768005,13.36112133,6.516391187
10524,92.3070836,102.5865488,13.36139553,6.528369459
10526,89.57468434,102.5962962,13.36166968,6.485019149
10528,90.69379683,102.6060427,13.36194377,6.502931973
10530,92.82351237,102.6157883,13.36221782,6.536418384
10532,90.67491143,102.6255329,13.36249181,6.502631526
10534,92.16771716,102.6352766,13.36276574,6.526189613
10536,90.78607562,102.6450194,13.36303963,6.504399135
10538,92.59846019,102.6547612,13.36331346,6.532916298
10540,93.67850759,102.6645021,13.36358725,6.549646187
10542,92.37137053,102.6742421,13.36386098,6.529373869
10544,91.25437906,102.6839812,13.36413466,6.511821887
10546,90.77230242,102.6937194,13.36440828,6.504180246
10548,88.96287655,102.7034566,13.36468186,6.475131532
10550,89.91418589,102.7131929,13.36495538,6.490476845
10552,91.36263008,102.7229283,13.36522885,6.513532277
10554,92.39956875,102.7326628,13.36550227,6.529814213
10556,89.99793626,102.7423963,13.36577564,6.491820014
10558,91.22583688,102.7521289,13.36604895,6.511370576
10560,90.46589148,102.7618606,13.36632221,6.499302048
10562,91.8961485,102.7715914,13.36659543,6.521932492
10564,92.34148614,102.7813213,13.36686859,6.528907046
10566,92.84095316,102.7910502,13.36714169,6.536689429
10568,92.20329378,102.8007782,13.36741475,6.526746384
10570,92.5909368,102.8105053,13.36768776,6.532799078
10572,91.70429616,102.8202315,13.36796071,6.518917418
10574,88.23492368,102.8299567,13.36823361,6.463277887
10576,91.1704524,102.8396811,13.36850646,6.510494429
10578,94.25314123,102.8494045,13.36877926,6.558468796
10580,89.75150996,102.859127,13.36905201,6.487864306
10582,91.00757817,102.8688485,13.3693247,6.507914778
10584,89.70441433,102.8785692,13.36959735,6.487107076
10586,92.24799198,102.8882889,13.36986994,6.527445602
10588,91.45349388,102.8980078,13.37014248,6.514966382
10590,90.51403376,102.9077257,13.37041497,6.500069587
10592,91.19092825,102.9174426,13.37068741,6.510818406
10594,89.1869939,102.9271587,13.37095979,6.478761433
10596,89.04233461,102.9368739,13.37123213,6.476419514
10598,92.5492086,102.9465881,13.37150441,6.532148748
10600,91.15260657,102.9563014,13.37177664,6.510212007
10602,89.41100839,102.9660138,13.37204883,6.482380564
10604,89.96456548,102.9757253,13.37232095,6.491284971
10606,91.52688306,102.9854359,13.37259303,6.516123646
10608,87.08533385,102.9951455,13.37286506,6.444357868
10610,92.48440335,103.0048543,13.37313704,6.531138184
10612,92.42799095,103.0145621,13.37340896,6.530257919
10614,89.28479138,103.024269,13.37368083,6.480342545
10616,92.12411123,103.033975,13.37395266,6.525506891
10618,92.7381061,103.0436801,13.37422443,6.535090359
10620,90.82192184,103.0533842,13.37449615,6.50496866
10622,91.82307546,103.0630875,13.37476781,6.520784848
10624,89.66237496,103.0727898,13.37503943,6.486430809
10626,91.73591511,103.0824912,13.375311,6.519414762
10628,91.62808637,103.0921918,13.37558251,6.517717984
10630,92.37110358,103.1018914,13.37585398,6.529369699
10632,92.24434508,103.11159,13.37612539,6.527388566
10634,90.96746743,103.1212878,13.37639675,6.507278783
10636,91.13402699,103.1309847,13.37666806,6.509917913
10638,89.57147026,103.1406806,13.37693932,6.484967382
10640,90.96801455,103.1503757,13.37721053,6.50728746
10642,90.02641903,103.1600698,13.37748169,6.49227653
10644,91.68199391,103.169763,13.3777528,6.518566515
10646,91.42971688,103.1794553,13.37802385,6.514591247
10648,91.05636431,103.1891467,13.37829486,6.508687952
10650,88.58664152,103.1988372,13.37856581,6.469017258
10652,90.14897214,103.2085268,13.37883671,6.494239137
10654,91.50008163,103.2182154,13.37910757,6.515701125
10656,91.554845,103.2279032,13.37937837,6.516564329
10658,91.33555917,103.2375901,13.37964912,6.513104741
10660,92.22184429,103.247276,13.37991982,6.527036613
10662,93.30247329,103.256961,13.38019047,6.54384342
10664,91.82505155,103.2666451,13.38046107,6.520815896
10666,93.53383004,103.2763284,13.38073161,6.547416359
10668,92.03477024,103.2860107,13.38100211,6.524107101
10670,92.50634666,103.2956921,13.38127256,6.531480444
10672,91.55193345,103.3053726,13.38154295,6.516518449
10674,91.30721183,103.3150521,13.3818133,6.51265691
10676,91.15175295,103.3247308,13.38208359,6.510198496
10678,90.09834579,103.3344086,13.38235383,6.493428713
10680,92.51359193,103.3440855,13.38262403,6.531593434
10682,90.83426938,103.3537614,13.38289417,6.505164786
10684,93.37275859,103.3634365,13.38316426,6.544929801
10686,88.69749344,103.3731106,13.3834343,6.47082143
10688,90.22781439,103.3827839,13.38370429,6.495500334
10690,91.47306785,103.3924562,13.38397423,6.515275132
10692,92.47657069,103.4021276,13.38424412,6.531015994
10694,92.10657096,103.4117982,13.38451396,6.525232178
10696,88.64768451,103.4214678,13.38478375,6.470011043
10698,90.06713046,103.4311365,13.38505349,6.492928793
10700,91.68303249,103.4408043,13.38532318,6.518582858
10702,93.67881421,103.4504712,13.38559281,6.549650909
10704,93.92761908,103.4601373,13.3858624,6.553477535
10706,92.68419755,103.4698024,13.38613194,6.534251478
10708,89.50551734,103.4794666,13.38640142,6.483904711
10710,94.25151017,103.4891299,13.38667086,6.558443829
10712,90.73711612,103.4987923,13.38694025,6.503620902
10714,93.85374727,103.5084538,13.38720958,6.552342443
10716,91.63196867,103.5181144,13.38747887,6.51777911
10718,91.54769831,103.5277741,13.3877481,6.516451709
10720,91.43047802,103.5374328,13.38801729,6.514603257
10722,89.83363768,103.5470907,13.38828642,6.48918385
10724,94.40402091,103.5567477,13.3885555,6.560776404
10726,91.01805154,103.5664038,13.38882454,6.508080797
10728,91.22069575,103.576059,13.38909352,6.511289269
10730,93.00174829,103.5857133,13.38936246,6.539185932
10732,90.95916676,103.5953667,13.38963134,6.507147133
10734,92.91366117,103.6050192,13.38990017,6.537818828
10736,92.80815109,103.6146708,13.39016896,6.536179614
10738,91.66283381,103.6243215,13.39043769,6.518264983
10740,92.31042708,103.6339713,13.39070637,6.528421714
10742,93.04421988,103.6436202,13.39097501,6.539844624
10744,93.55461439,103.6532682,13.39124359,6.547736908
10746,90.4176121,103.6629153,13.39151212,6.498531912
10748,89.95732004,103.6725615,13.39178061,6.491168777
10750,93.58297262,103.6822068,13.39204904,6.548174151
10752,93.3596243,103.6918512,13.39231742,6.54472685
10754,92.08545881,103.7014947,13.39258576,6.524901454
10756,94.55096444,103.7111373,13.39285404,6.563020269
10758,92.50034803,103.720779,13.39312227,6.531386889
10760,90.97674245,103.7304198,13.39339046,6.507425873
10762,92.78502825,103.7400598,13.39365859,6.535820126
10764,91.84914687,103.7496988,13.39392668,6.521194416
10766,93.0701906,103.7593369,13.39419471,6.540247257
10768,90.59597488,103.7689742,13.39446269,6.501375049
10770,91.37900328,103.7786105,13.39473063,6.513790801
10772,91.33319038,103.788246,13.39499851,6.513067324
10774,93.13611669,103.7978805,13.39526635,6.541268825
10776,91.27991579,103.8075142,13.39553414,6.512225556
10778,89.58026167,103.8171469,13.39580187,6.485108975
10780,91.60085119,103.8267788,13.39606956,6.517289099
10782,91.51429275,103.8364098,13.39633719,6.515925177
10784,93.71453185,103.8460399,13.39660478,6.550200872
10786,92.83367508,103.8556691,13.39687232,6.536576328
10788,93.8048404,103.8652974,13.39713981,6.551590464
10790,90.94942837,103.8749248,13.39740724,6.506992665
10792,92.38902421,103.8845513,13.39767463,6.529649565
10794,92.91241817,103.8941769,13.39794197,6.537799527
10796,90.62871275,103.9038017,13.39820926,6.501896288
10798,93.24964542,103.9134255,13.3984765,6.543026334
10800,90.34936049,103.9230485,13.39874369,6.497442484
10802,91.65982861,103.9326705,13.39901083,6.518217683
10804,92.43392852,103.9422917,13.39927792,6.530350595
10806,89.13463182,103.951912,13.39954497,6.477914171
10808,90.98057817,103.9615313,13.39981196,6.507486698
10810,93.7729108,103.9711498,13.4000789,6.551099311
10812,89.65233789,103.9807675,13.4003458,6.4862693
10814,92.6648307,103.9903842,13.40061264,6.533949988
10816,91.08303104,104,13.40087944,6.509110397
10818,90.87498748,104.0096149,13.40114618,6.505811355
10820,91.80621006,104.019229,13.40141288,6.52051984
10822,92.98802852,104.0288422,13.40167953,6.538973087
10824,91.73106467,104.0384544,13.40194612,6.519338479
10826,90.11661117,104.0480658,13.40221267,6.493721157
10828,91.83129683,104.0576763,13.40247917,6.520914014
10830,93.50000866,104.0672859,13.40274562,6.546894594
10832,90.14470884,104.0768947,13.40301202,6.494170908
10834,91.52638383,104.0865025,13.40327838,6.516115776
10836,93.50795394,104.0961094,13.40354468,6.547017183
10838,92.31887928,104.1057155,13.40381093,6.528553805
10840,93.41231954,104.1153207,13.40407714,6.545540925
10842,95.40750678,104.124925,13.40434329,6.576030879
10844,92.58331231,104.1345284,13.4046094,6.532680273
10846,91.43955534,104.1441309,13.40487546,6.514746483
10848,93.48909394,104.1537325,13.40514146,6.546726171
10850,91.29530482,104.1633333,13.40540742,6.512468761
10852,92.69958865,104.1729331,13.40567333,6.534491032
10854,92.62582951,104.1825321,13.40593919,6.533342652
10856,91.34002648,104.1921302,13.40620501,6.513175303
10858,91.34300675,104.2017274,13.40647077,6.513222375
10860,93.44753022,104.2113238,13.40673648,6.546084629
10862,90.74378011,104.2209192,13.40700215,6.503726854
10864,91.12660771,104.2305138,13.40726776,6.509800457
10866,95.09903559,104.2401074,13.40753333,6.571358806
10868,91.14483149,104.2497002,13.40779885,6.510088943
10870,94.82338386,104.2592922,13.40806432,6.567170973
10872,94.76425451,104.2688832,13.40832974,6.566271066
10874,94.39430216,104.2784733,13.40859511,6.560627873
10876,92.9725244,104.2880626,13.40886044,6.538732523
10878,93.00149161,104.297651,13.40912571,6.53918195
10880,94.05035972,104.3072385,13.40939094,6.555361557
10882,91.24126113,104.3168251,13.40965611,6.511614483
10884,92.75093787,104.3264108,13.40992124,6.535289965
10886,92.60749631,104.3359957,13.41018632,6.533057075
10888,95.71517511,104.3455797,13.41045135,6.580675769
10890,94.66396912,104.3551628,13.41071633,6.564743508
10892,94.69818942,104.364745,13.41098127,6.565264937
10894,90.16090874,104.3743263,13.41124615,6.494430152
10896,91.77642553,104.3839068,13.41151099,6.520051713
10898,90.06450888,104.3934864,13.41177578,6.4928868
10900,92.57012789,104.4030651,13.41204051,6.53247481
10902,93.07421045,104.4126429,13.4123052,6.540309568
10904,94.02918998,104.4222199,13.41256985,6.555036785
10906,91.23104695,104.4317959,13.41283444,6.511452968
10908,91.70017675,104.4413711,13.41309898,6.51885261
10910,93.00956354,104.4509454,13.41336348,6.539307161
10912,91.41608926,104.4605189,13.41362793,6.514376197
10914,93.86578637,104.4700914,13.41389233,6.552527493
10916,92.74396052,104.4796631,13.41415668,6.535181432
10918,92.34731114,104.4892339,13.41442098,6.52899805
10920,94.11307581,104.4988038,13.41468524,6.556323276
10922,91.53626301,104.5083729,13.41494944,6.51627149
10924,94.44684924,104.517941,13.4152136,6.561430764
10926,92.34483134,104.5275083,13.41547771,6.528959309
10928,94.08701956,104.5370748,13.41574177,6.555923794
10930,93.3292873,104.5466403,13.41600578,6.544257974
10932,91.44049644,104.556205,13.41626974,6.514761331
10934,93.17892679,104.5657688,13.41653366,6.541931809
10936,94.67156896,104.5753317,13.41679753,6.564859327
10938,92.57564969,104.5848937,13.41706135,6.532560864
10940,94.5080854,104.5944549,13.41732512,6.562365856
10942,93.3249412,104.6040152,13.41758884,6.544190789
10944,93.29315387,104.6135746,13.41785251,6.543699311
10946,92.90422796,104.6231332,13.41811614,6.537672348
10948,91.97146663,104.6326909,13.41837972,6.523114441
10950,90.41278108,104.6422477,13.41864325,6.498454827
10952,91.81878561,104.6518036,13.41890673,6.520717446
10954,93.75799358,104.6613587,13.41917017,6.550869791
10956,91.78087523,104.6709129,13.41943355,6.520121659
10958,93.61154355,104.6804662,13.41969689,6.548614539
10960,92.68154402,104.6900186,13.41996018,6.534210174
10962,91.99959589,104.6995702,13.42022342,6.523555619
10964,91.75243788,104.7091209,13.42048661,6.519674586
10966,93.6621431,104.7186707,13.42074976,6.549394144
10968,90.16611749,104.7282197,13.42101286,6.494513496
10970,91.46925859,104.7377678,13.42127591,6.515215052
10972,91.19537823,104.747315,13.42153891,6.510888806
10974,93.4458117,104.7568614,13.42180186,6.546058098
10976,94.19550047,104.7664068,13.42206477,6.557586242
10978,92.12280465,104.7759514,13.42232762,6.525486429
10980,95.04507651,104.7854952,13.42259043,6.57053999
10982,91.74717212,104.7950381,13.4228532,6.519591786
10984,93.35397856,104.8045801,13.42311591,6.544639603
10986,93.45503214,104.8141212,13.42337858,6.546200444
10988,91.98028804,104.8236615,13.4236412,6.523252811
10990,90.92576835,104.8332008,13.42390377,6.506617307
10992,94.5211453,104.8427394,13.42416629,6.562565205
10994,91.32300458,104.852277,13.42442876,6.512906421
10996,91.50258944,104.8618138,13.42469119,6.515740666
10998,92.41441795,104.8713498,13.42495357,6.530046045
11000,92.94004641,104.8808848,13.4252159,6.53822846
11002,95.51524521,104.890419,13.42547819,6.577659115
11004,94.82038606,104.8999523,13.42574042,6.567125362
11006,94.28420553,104.9094848,13.42600261,6.558944206
11008,92.81316942,104.9190164,13.42626475,6.536257621
11010,92.49459976,104.9285471,13.42652685,6.531297232
11012,92.00403901,104.938077,13.42678889,6.523625292
11014,93.65161843,104.947606,13.42705089,6.549232021
11016,95.52165158,104.9571341,13.42731284,6.577755876
11018,91.18917939,104.9666614,13.42757475,6.510790738
11020,92.20367629,104.9761878,13.4278366,6.526752369
11022,91.81703179,104.9857133,13.42809841,6.520689889
11024,93.64728478,104.995238,13.42836017,6.54916526
11026,94.77618856,105.0047618,13.42862189,6.566452739
11028,92.67788042,105.0142847,13.42888355,6.534153144
11030,92.34995811,105.0238068,13.42914517,6.529039402
11032,92.68089115,105.033328,13.42940674,6.534200011
11034,89.38625696,105.0428484,13.42966827,6.481981131
11036,95.90334777,105.0523679,13.42992974,6.583509272
11038,91.4589834,105.0618865,13.43019117,6.515052978
11040,94.64043144,105.0714043,13.43045255,6.564384745
11042,93.14407957,105.0809212,13.43071389,6.541392166
11044,92.21410889,105.0904372,13.43097517,6.526915597
11046,92.63114118,105.0999524,13.43123641,6.533425382
11048,93.63751626,105.1094667,13.4314976,6.549014762
11050,89.4454582,105.1189802,13.43175875,6.482936323
11052,97.47717561,105.1284928,13.43201985,6.606992545
11054,94.63820192,105.1380045,13.4322809,6.564350758
11056,91.38584413,105.1475154,13.4325419,6.513898801
11058,93.33216005,105.1570254,13.43280286,6.54430238
11060,92.96577537,105.1665346,13.43306377,6.538627792
11062,95.00272346,105.1760429,13.43332463,6.569896967
11064,94.61782801,105.1855503,13.43358544,6.564040139
11066,93.8703221,105.1950569,13.43384621,6.552597205
11068,95.76531733,105.2045626,13.43410693,6.581431354
11070,95.02949762,105.2140675,13.4343676,6.570303497
11072,96.33739504,105.2235715,13.43462823,6.590024009
11074,91.2612021,105.2330746,13.43488881,6.511929752
11076,92.10742152,105.2425769,13.43514934,6.525245501
11078,96.01845496,105.2520784,13.43540982,6.585239817
11080,92.81888582,105.2615789,13.43567026,6.536346475
11082,92.27317764,105.2710786,13.43593065,6.527839435
11084,94.03412675,105.2805775,13.436191,6.555112528
11086,91.52469472,105.2900755,13.43645129,6.516089151
11088,93.12144047,105.2995726,13.43671154,6.54104147
11090,93.22477635,105.3090689,13.43697175,6.542641526
11092,92.5195502,105.3185644,13.4372319,6.531686347
11094,94.61630397,105.3280589,13.43749201,6.5640169
11096,94.34867026,105.3375527,13.43775207,6.55993028
11098,93.20895989,105.3470455,13.43801209,6.542396738
11100,93.79675644,105.3565375,13.43827206,6.551466129
11102,93.84739206,105.3660287,13.43853198,6.552244749
11104,92.42109258,105.375519,13.43879185,6.53015024
11106,94.87821316,105.3850084,13.43905168,6.568004935
11108,93.85688088,105.394497,13.43931146,6.552390611
11110,94.82953281,105.4039847,13.4395712,6.567264523
11112,94.10747832,105.4134716,13.43983088,6.556237467
11114,91.80025155,105.4229577,13.44009052,6.520426202
11116,95.92829143,105.4324428,13.44035012,6.583884456
11118,94.85006828,105.4419271,13.44060967,6.567576907
11120,91.44149051,105.4514106,13.44086917,6.514777015
11122,91.53216534,105.4608932,13.44112862,6.516206905
11124,94.46771015,105.470375,13.44138803,6.561749383
11126,93.26826188,105.4798559,13.44164739,6.543314327
11128,93.13892329,105.489336,13.4419067,6.541312299
11130,92.08530194,105.4988152,13.44216597,6.524898996
11132,94.07259142,105.5082935,13.44242519,6.555702542
11134,95.85691797,105.517771,13.44268437,6.58281065
11136,92.82156017,105.5272477,13.4429435,6.536388042
11138,93.98274353,105.5367235,13.44320258,6.554323978
11140,93.40888652,105.5461984,13.44346161,6.545487903
11142,92.19499955,105.5556725,13.4437206,6.526616599
11144,90.98559802,105.5651458,13.44397954,6.507566296
11146,92.60927584,105.5746182,13.44423844,6.533084797
11148,91.69653885,105.5840897,13.44449729,6.518795374
11150,92.86764011,105.5935604,13.44475609,6.537104069
11152,92.89866093,105.6030303,13.44501485,6.537585896
11154,94.68305313,105.6124993,13.44527356,6.565034323
11156,96.97619275,105.6219674,13.44553222,6.59955871
11158,95.76764353,105.6314347,13.44579084,6.581466398
11160,95.18715532,105.6409012,13.44604941,6.572695002
11162,92.9132174,105.6503668,13.44630793,6.537811937
11164,95.40161348,105.6598315,13.44656641,6.575941761
11166,93.91782243,105.6692954,13.44682484,6.553327054
11168,91.99634059,105.6787585,13.44708323,6.52350457
11170,93.41925065,105.6882207,13.44734157,6.545647968
11172,91.88444442,105.6976821,13.44759986,6.521748736
11174,92.11623776,105.7071426,13.4478581,6.525383584
11176,94.77655569,105.7166023,13.44811631,6.566458327
11178,92.68182361,105.7260611,13.44837446,6.534214526
11180,92.32416049,105.7355191,13.44863257,6.528636334
11182,92.80734749,105.7449762,13.44889063,6.536167122
11184,95.14035611,105.7544325,13.44914865,6.57198552
11186,92.9378576,105.763888,13.44940661,6.538194483
11188,93.5001401,105.7733426,13.44966454,6.546896622
11190,93.86549533,105.7827963,13.44992242,6.55252302
11192,94.5132008,105.7922492,13.45018025,6.562443942
11194,98.3448055,105.8017013,13.45043803,6.619776947
11196,94.20844814,105.8111525,13.45069577,6.557784534
11198,93.07204814,105.8206029,13.45095346,6.54027605
11200,93.89348861,105.8300524,13.45121111,6.552953207
11202,92.68043834,105.8395011,13.45146871,6.534192962
11204,95.40204844,105.848949,13.45172627,6.575948339
11206,93.89935381,105.858396,13.45198378,6.553043324
11208,92.78117488,105.8678421,13.45224124,6.53576021
11210,92.73236322,105.8772875,13.45249866,6.535001016
11212,96.69282291,105.8867319,13.45275603,6.595336904
11214,96.90359413,105.8961756,13.45301335,6.598478271
11216,93.70847768,105.9056184,13.45327063,6.550107667
11218,90.30816334,105.9150603,13.45352787,6.4967845
11220,94.22520072,105.9245014,13.45378506,6.558041058
11222,94.80964786,105.9339417,13.4540422,6.566961971
11224,96.08002957,105.9433811,13.45429929,6.58616469
11226,93.30960648,105.9528197,13.45455634,6.543953713
11228,92.42367156,105.9622574,13.45481335,6.530190497
11230,94.98231252,105.9716943,13.45507031,6.569586977
11232,94.20159807,105.9811304,13.45532722,6.557679629
11234,93.61326762,105.9905656,13.45558409,6.548641109
11236,91.37345051,106,13.45584091,6.513703131
11238,90.97408651,106.0094335,13.45609768,6.507383755
11240,94.30021747,106.0188662,13.45635442,6.559189193
11242,95.48736531,106.0282981,13.4566111,6.577237946
11244,95.87627845,106.0377291,13.45686774,6.583102005
11246,91.61707905,106.0471593,13.45712433,6.517544662
11248,94.14651032,106.0565887,13.45738088,6.556835715
11250,95.01214338,106.0660172,13.45763738,6.570040009
11252,96.25206369,106.0754448,13.45789384,6.588745568
11254,93.02184269,106.0848717,13.45815025,6.539497614
11256,93.68785353,106.0942977,13.45840661,6.549790112
11258,94.80642677,106.1037228,13.45866293,6.566912955
11260,94.74666654,106.1131472,13.45891921,6.566003281
11262,93.75303445,106.1225706,13.45917544,6.550793481
11264,96.67468999,106.1319933,13.45943162,6.595066328
11266,92.37748677,106.1414151,13.45968776,6.529469392
11268,93.93525664,106.1508361,13.45994385,6.55359484
11270,93.63121862,106.1602562,13.4601999,6.54891773
11272,93.21973968,106.1696755,13.4604559,6.542563579
11274,91.51420643,106.179094,13.46071185,6.515923816
11276,94.65922583,106.1885116,13.46096776,6.564671218
11278,95.38236293,106.1979284,13.46122363,6.575650618
11280,94.95255614,106.2073444,13.46147945,6.569134933
11282,92.15169599,106.2167595,13.46173522,6.525938813
11284,90.89814632,106.2261738,13.46199095,6.506178969
11286,94.97536846,106.2355873,13.46224663,6.569481499
11288,94.16248489,106.2449999,13.46250227,6.557080488
11290,92.23787882,106.2544117,13.46275787,6.527287431
11292,94.80148542,106.2638226,13.46301341,6.566837759
11294,93.37279165,106.2732328,13.46326892,6.544930312
11296,91.06520216,106.282642,13.46352437,6.508827972
11298,96.38146992,106.2920505,13.46377979,6.590683899
11300,94.76329062,106.3014581,13.46403515,6.566256391
11302,96.13325253,106.3108649,13.46429047,6.586963641
11304,95.96221492,106.3202709,13.46454575,6.584394552
11306,94.82525925,106.329676,13.46480098,6.567199506
11308,93.7314828,106.3390803,13.46505617,6.550461801
11310,94.61023908,106.3484838,13.46531131,6.563924421
11312,95.40704236,106.3578864,13.4655664,6.576023856
11314,96.2399156,106.3672882,13.46582146,6.588563472
11316,94.34527444,106.3766892,13.46607646,6.559878353
11318,95.74475233,106.3860893,13.46633142,6.581121511
11320,93.07800721,106.3954886,13.46658634,6.540368418
11322,91.5705653,106.4048871,13.46684121,6.516812024
11324,93.56819331,106.4142848,13.46709603,6.547946292
11326,94.50236071,106.4236816,13.46735081,6.562278464
11328,94.48841389,106.4330776,13.46760555,6.562065533
11330,92.46054115,106.4424727,13.46786024,6.530765901
11332,92.95932287,106.4518671,13.46811489,6.538527655
11334,96.16111202,106.4612606,13.46836949,6.587381674
11336,94.45185481,106.4706532,13.46862404,6.561507223
11338,96.48594423,106.4800451,13.46887855,6.592246885
11340,96.31494874,106.4894361,13.46913302,6.589687826
11342,93.41401761,106.4988263,13.46938744,6.54556715
11344,93.16691439,106.5082156,13.46964182,6.541745808
11346,92.6221268,106.5176042,13.46989615,6.53328498
11348,95.00537292,106.5269919,13.47015044,6.569937201
11350,95.59250928,106.5363788,13.47040468,6.578825667
11352,95.87290011,106.5457648,13.47065887,6.583051169
11354,93.07875999,106.55515,13.47091303,6.540380086
11356,94.70220311,106.5645344,13.47116713,6.565326083
