Steps (m),MeanDistance (d),Square root of Steps (m),Log (m),Log (d)
17718,117.7293214,133.1089779,14.11292814,6.879329869
17720,120.8063591,133.1164903,14.11309098,6.916552589
17722,120.5558661,133.1240023,14.11325381,6.913558043
17724,118.8406509,133.1315139,14.11341661,6.892884602
17726,119.5146251,133.1390251,14.1135794,6.901043363
17728,116.8557232,133.1465358,14.11374217,6.868584584
17730,117.3352953,133.1540461,14.11390492,6.874493242
17732,119.7068544,133.161556,14.11406765,6.903361953
17734,115.8483182,133.1690655,14.11423036,6.856093291
17736,116.6401637,133.1765745,14.11439305,6.865920839
17738,119.3315423,133.1840831,14.11455573,6.898831624
17740,119.5448722,133.1915913,14.11471839,6.901408437
17742,115.1396941,133.1990991,14.11488103,6.847241475
17744,118.7935109,133.2066064,14.11504365,6.89231222
17746,119.8812774,133.2141134,14.11520625,6.905462551
17748,119.9475918,133.2216199,14.11536884,6.906260383
17750,117.6885494,133.2291259,14.1155314,6.878830148
17752,118.4791378,133.2366316,14.11569395,6.888489236
17754,119.6314822,133.2441368,14.11585648,6.902453289
17756,117.6401167,133.2516416,14.11601899,6.87823631
17758,123.2520582,133.259146,14.11618149,6.945467928
17760,119.1467218,133.26665,14.11634396,6.896595448
17762,118.5970088,133.2741535,14.11650642,6.889923814
17764,120.0649225,133.2816567,14.11666886,6.907670913
17766,122.6932155,133.2891593,14.11683128,6.938911665
17768,120.4403854,133.2966616,14.11699368,6.91217542
17770,116.380055,133.3041635,14.11715606,6.862700023
17772,116.7530166,133.3116649,14.11731843,6.867316016
17774,115.7844085,133.3191659,14.11748077,6.855297183
17776,117.1472839,133.3266665,14.1176431,6.872179695
17778,119.0813976,133.3341667,14.11780541,6.895804249
17780,115.2966707,133.3416664,14.1179677,6.849207044
17782,120.1685002,133.3491657,14.11812998,6.908914962
17784,117.7641189,133.3566646,14.11829223,6.879756227
17786,119.0468527,133.3641631,14.11845447,6.895385669
17788,118.8990768,133.3716612,14.11861669,6.893593703
17790,119.0317166,133.3791588,14.11877889,6.895202228
17792,119.2885562,133.386656,14.11894107,6.898311836
17794,116.11612,133.3941528,14.11910324,6.859424461
17796,116.6298444,133.4016492,14.11926538,6.865793197
17798,116.2574428,133.4091451,14.11942751,6.86117927
17800,116.907752,133.4166406,14.11958962,6.869226785
17802,119.3418659,133.4241357,14.11975171,6.898956429
17804,121.3741884,133.4316304,14.11991379,6.923317839
17806,121.7952681,133.4391247,14.12007584,6.928314274
17808,116.0581916,133.4466185,14.12023788,6.858704544
17810,119.7061188,133.454112,14.1203999,6.903353087
17812,117.9130758,133.461605,14.1205619,6.881579902
17814,119.1786483,133.4690975,14.12072388,6.89698198
17816,114.7660852,133.4765897,14.12088584,6.842552561
17818,118.5410407,133.4840814,14.12104779,6.889242818
17820,119.0648544,133.4915728,14.12120972,6.895603811
17822,123.0509038,133.4990637,14.12137163,6.943111445
17824,114.0628397,133.5065541,14.12153352,6.833685045
17826,121.6144708,133.5140442,14.12169539,6.926171094
17828,116.2562392,133.5215338,14.12185725,6.861164334
17830,120.2443984,133.5290231,14.12201908,6.909825877
17832,120.6975512,133.5365119,14.1221809,6.915252596
17834,120.1644529,133.5440002,14.1223427,6.90886637
17836,117.314567,133.5514882,14.12250448,6.874238354
17838,119.0134683,133.5589757,14.12266625,6.894981037
17840,121.8425402,133.5664629,14.12282799,6.928874115
17842,120.4714068,133.5739496,14.12298972,6.912546962
17844,117.0871368,133.5814358,14.12315143,6.871438779
17846,121.4131968,133.5889217,14.12331312,6.923781432
17848,120.0119466,133.5964071,14.1234748,6.907034216
17850,120.6499928,133.6038922,14.12363645,6.91468402
17852,118.7839744,133.6113768,14.12379809,6.8921964
17854,124.4174454,133.6188609,14.12395971,6.95904498
17856,113.4976015,133.6263447,14.12412131,6.826517999
17858,118.4065844,133.6338281,14.12428289,6.887605499
17860,114.8092468,133.641311,14.12444446,6.843095032
17862,119.3852059,133.6487935,14.12460601,6.89948026
17864,120.1429435,133.6562756,14.12476754,6.908608105
17866,116.9601351,133.6637572,14.12492905,6.869873072
17868,115.8367809,133.6712385,14.12509054,6.855949605
17870,119.4958973,133.6787193,14.12525201,6.900817277
17872,116.1172149,133.6861997,14.12541347,6.859438064
17874,119.7303488,133.6936797,14.12557491,6.903645078
17876,120.4023069,133.7011593,14.12573633,6.911719225
17878,117.497217,133.7086385,14.12589773,6.876482776
17880,116.4454476,133.7161172,14.12605912,6.863510429
17882,120.8084341,133.7235955,14.12622048,6.916577368
17884,118.2524097,133.7310734,14.12638183,6.885725773
17886,117.5383221,133.7385509,14.12654316,6.876987398
17888,120.7787962,133.746028,14.12670447,6.916223389
17890,120.7788306,133.7535046,14.12686577,6.916223799
17892,118.2199965,133.7609809,14.12702704,6.885330273
17894,117.9155081,133.7684567,14.1271883,6.881609662
17896,116.7838796,133.7759321,14.12734954,6.867697334
17898,115.5053337,133.783407,14.12751076,6.851815662
17900,120.316736,133.7908816,14.12767197,6.910693525
17902,119.3255953,133.7983557,14.12783315,6.898759723
17904,117.2089146,133.8058295,14.12799432,6.872938492
17906,118.087452,133.8133028,14.12815547,6.883711862
17908,117.3825863,133.8207757,14.1283166,6.87507459
17910,117.7643935,133.8282481,14.12847772,6.879759591
17912,118.1903097,133.8357202,14.12863881,6.884967945
17914,119.3201659,133.8431918,14.12879989,6.898694078
17916,118.1532711,133.8506631,14.12896095,6.884515761
17918,117.1458007,133.8581339,14.12912199,6.872161429
17920,118.3814651,133.8656042,14.12928302,6.887299407
17922,119.980242,133.8730742,14.12944402,6.906653037
17924,116.5140982,133.8805438,14.12960501,6.864360721
17926,117.3172095,133.8880129,14.12976598,6.874270851
17928,119.5600075,133.8954816,14.12992693,6.901591082
17930,119.7022215,133.9029499,14.13008787,6.903306116
17932,120.6776933,133.9104178,14.13024878,6.915015215
17934,120.0128378,133.9178853,14.13040968,6.907044929
17936,122.3621245,133.9253523,14.13057056,6.935013251
17938,119.8575299,133.932819,14.13073143,6.905176737
17940,116.4047567,133.9402852,14.13089227,6.863006203
17942,117.6891431,133.947751,14.1310531,6.878837426
17944,118.7701901,133.9552164,14.13121391,6.892028972
17946,121.5769205,133.9626814,14.1313747,6.925725571
17948,115.6560051,133.9701459,14.13153547,6.853696365
17950,118.9067715,133.9776101,14.13169622,6.893687066
17952,119.0049753,133.9850738,14.13185696,6.89487808
17954,117.7307506,133.9925371,14.13201768,6.879347384
17956,122.7043081,134,14.13217838,6.939042092
17958,119.7885112,134.0074625,14.13233906,6.904345737
17960,119.7774455,134.0149245,14.13249973,6.904212459
17962,118.2808481,134.0223862,14.13266038,6.886072683
17964,117.7879164,134.0298474,14.13282101,6.880047734
17966,120.369041,134.0373082,14.13298162,6.911320567
17968,119.0698922,134.0447686,14.13314221,6.895664852
17970,115.4600827,134.0522286,14.13330279,6.851250353
17972,118.9504727,134.0596882,14.13346335,6.894217195
17974,117.0559127,134.0671474,14.13362389,6.871054
17976,118.3225389,134.0746061,14.13378441,6.886581105
17978,113.927985,134.0820644,14.13394491,6.83197836
17980,117.4933456,134.0895223,14.1341054,6.87643524
17982,117.7071232,134.0969798,14.13426587,6.879057819
17984,116.9092421,134.1044369,14.13442632,6.869245175
17986,119.0885137,134.1118936,14.13458675,6.89589046
17988,120.4891762,134.1193498,14.13474717,6.912759742
17990,118.1958651,134.1268057,14.13490757,6.885035755
17992,115.455682,134.1342611,14.13506795,6.851195364
17994,120.2571974,134.1417161,14.13522831,6.909979431
17996,122.3953225,134.1491707,14.13538865,6.935404614
17998,116.9028012,134.1566249,14.13554898,6.869165689
18000,116.7041006,134.1640786,14.13570929,6.866711443
18002,118.9098751,134.171532,14.13586958,6.893724722
18004,118.5455296,134.1789849,14.13602985,6.889297449
18006,119.9674823,134.1864375,14.1361901,6.906499601
18008,124.6945226,134.1938896,14.13635034,6.962254284
18010,118.3942571,134.2013413,14.13651056,6.887455292
18012,121.7300381,134.2087926,14.13667076,6.927541402
18014,115.7773226,134.2162434,14.13683095,6.855208889
18016,119.8559146,134.2236939,14.13699111,6.905157294
18018,120.5249626,134.2311439,14.13715126,6.913188172
18020,118.7454765,134.2385936,14.13731139,6.891728746
18022,118.185531,134.2460428,14.1374715,6.884909612
18024,121.3121607,134.2534916,14.1376316,6.922580368
18026,119.946857,134.26094,14.13779168,6.906251544
18028,119.9430219,134.2683879,14.13795173,6.906205416
18030,116.9737462,134.2758355,14.13811178,6.870040955
18032,118.0799034,134.2832827,14.1382718,6.883619636
18034,118.138592,134.2907294,14.13843181,6.884336513
18036,118.2160989,134.2981757,14.13859179,6.885282707
18038,119.8448175,134.3056216,14.13875177,6.905023713
18040,119.6345439,134.3130671,14.13891172,6.902490211
18042,119.226794,134.3205122,14.13907165,6.897564681
18044,117.3521401,134.3279569,14.13923157,6.874700342
18046,121.0646601,134.3354011,14.13939147,6.919633981
18048,123.2220383,134.342845,14.13955135,6.945116495
18050,119.1560663,134.3502884,14.13971122,6.896708591
18052,119.2470131,134.3577314,14.13987106,6.89780932
18054,119.7044843,134.3651741,14.14003089,6.903333388
18056,119.0181013,134.3726163,14.1401907,6.895037198
18058,116.7668786,134.380058,14.1403505,6.867487296
18060,119.156056,134.3874994,14.14051027,6.896708467
18062,118.4737229,134.3949404,14.14067003,6.888423299
18064,119.1665439,134.4023809,14.14082977,6.896835444
18066,118.8803537,134.4098211,14.14098949,6.893366503
18068,120.334727,134.4172608,14.1411492,6.910909235
18070,119.835455,134.4247001,14.14130889,6.904911003
18072,117.3082454,134.432139,14.14146856,6.874160612
18074,114.8817997,134.4395775,14.14162821,6.844006445
18076,120.1287813,134.4470156,14.14178784,6.908438033
18078,118.9490317,134.4544533,14.14194746,6.894199717
18080,118.8881294,134.4618905,14.14210706,6.893460864
18082,118.7324875,134.4693274,14.14226664,6.891570928
18084,118.3236645,134.4767638,14.1424262,6.886594829
18086,117.9059987,134.4841998,14.14258575,6.88149331
18088,117.46063,134.4916354,14.14274528,6.876033471
18090,121.6353853,134.4990706,14.14290479,6.926419178
18092,122.6752333,134.5065054,14.14306428,6.938700205
18094,119.269932,134.5139398,14.14322376,6.898086575
18096,121.0000601,134.5213738,14.14338321,6.918863954
18098,119.2674825,134.5288073,14.14354265,6.898056945
18100,118.5505103,134.5362405,14.14370208,6.889358063
18102,118.3190073,134.5436732,14.14386148,6.886538043
18104,116.6727841,134.5511055,14.14402087,6.866324257
18106,121.2750866,134.5585374,14.14418024,6.9221394
18108,118.6257889,134.565969,14.14433959,6.890273871
18110,118.7309048,134.5734,14.14449893,6.891551697
18112,120.6793653,134.5808307,14.14465824,6.915035203
18114,118.1958671,134.588261,14.14481754,6.88503578
18116,118.0712514,134.5956909,14.14497682,6.883513923
18118,119.8357818,134.6031203,14.14513609,6.904914937
18120,119.6181883,134.6105494,14.14529533,6.902292962
18122,117.5693433,134.617978,14.14545456,6.87736811
18124,117.5314511,134.6254062,14.14561378,6.876903059
18126,116.8254621,134.632834,14.14577297,6.868210933
18128,118.5004874,134.6402614,14.14593215,6.888749183
18130,119.4050688,134.6476884,14.1460913,6.899720271
18132,118.009804,134.655115,14.14625045,6.88276291
18134,117.2496926,134.6625412,14.14640957,6.87344033
18136,123.9813217,134.669967,14.14656868,6.953978978
18138,117.9181547,134.6773923,14.14672776,6.881642042
18140,121.277929,134.6848173,14.14688684,6.922173212
18142,118.7118121,134.6922418,14.14704589,6.891319683
18144,117.6142861,134.6996659,14.14720492,6.877919498
18146,118.9026848,134.7070896,14.14736394,6.893637481
18148,119.8959867,134.714513,14.14752294,6.905639558
18150,115.3622463,134.7219359,14.14768193,6.850027351
18152,119.7272207,134.7293583,14.14784089,6.903607385
18154,120.9034999,134.7367804,14.14799984,6.917712198
18156,118.1300271,134.7442021,14.14815877,6.884231915
18158,120.7347898,134.7516234,14.14831769,6.915697639
18160,119.5074821,134.7590442,14.14847658,6.900957134
18162,121.2345726,134.7664647,14.14863546,6.921657362
18164,119.1247886,134.7738847,14.14879432,6.896329844
18166,117.5221922,134.7813043,14.14895316,6.876789402
18168,116.6614402,134.7887236,14.14911199,6.866183979
18170,120.9531054,134.7961424,14.1492708,6.918303999
18172,119.0670212,134.8035608,14.14942959,6.895630065
18174,116.3575404,134.8109788,14.14958836,6.862420895
18176,118.8595673,134.8183964,14.14974712,6.893114224
18178,117.1671332,134.8258136,14.14990586,6.872424122
18180,119.0765155,134.8332303,14.15006458,6.8957451
18182,122.2897957,134.8406467,14.15022328,6.934160215
18184,119.5368603,134.8480626,14.15038197,6.901311745
18186,121.640461,134.8554782,14.15054064,6.926479379
18188,121.1120478,134.8628933,14.15069929,6.920198576
18190,119.3206755,134.8703081,14.15085792,6.89870024
18192,116.2991754,134.8777224,14.15101654,6.861697057
18194,119.3502963,134.8851363,14.15117514,6.899058338
18196,120.5728551,134.8925498,14.15133372,6.913761335
18198,124.8007704,134.8999629,14.15149228,6.96348303
18200,118.3697675,134.9073756,14.15165083,6.887156843
18202,120.1353103,134.9147879,14.15180936,6.908516441
18204,122.5959897,134.9221998,14.15196787,6.937767977
18206,119.8043199,134.9296113,14.15212637,6.904536119
18208,120.7786633,134.9370223,14.15228484,6.916221801
18210,117.5254871,134.944433,14.1524433,6.87682985
18212,120.3674407,134.9518433,14.15260174,6.911301386
18214,119.7042079,134.9592531,14.15276017,6.903330057
18216,121.6119532,134.9666626,14.15291858,6.926141228
18218,119.8379718,134.9740716,14.15307697,6.904941301
18220,118.0673933,134.9814802,14.15323534,6.88346678
18222,121.7068979,134.9888884,14.15339369,6.927267126
18224,120.3723713,134.9962962,14.15355203,6.911360482
18226,119.0502775,135.0037037,14.15371035,6.895427174
18228,120.0451445,135.0111107,14.15386866,6.907433242
18230,119.0470955,135.0185172,14.15402694,6.895388612
18232,117.7918042,135.0259234,14.15418521,6.880095352
18234,119.0270249,135.0333292,14.15434346,6.895145363
18236,120.0684955,135.0407346,14.15450169,6.907713845
18238,120.3689353,135.0481396,14.15465991,6.911319301
18240,119.4489291,135.0555441,14.15481811,6.90025011
18242,119.1100621,135.0629483,14.15497629,6.896151483
18244,122.5147993,135.070352,14.15513445,6.936812222
18246,119.9211074,135.0777554,14.1552926,6.905941801
18248,118.8218563,135.0851583,14.15545073,6.892656422
18250,120.4778748,135.0925609,14.15560884,6.912624416
18252,119.1037193,135.099963,14.15576694,6.896074655
18254,119.3701056,135.1073647,14.15592502,6.899297771
18256,119.9809828,135.114766,14.15608308,6.906661943
18258,119.827239,135.1221669,14.15624112,6.904812087
18260,122.0803916,135.1295675,14.15639914,6.931687685
18262,121.1287502,135.1369676,14.15655715,6.920397522
18264,118.9608828,135.1443673,14.15671514,6.894343448
18266,115.8507116,135.1517665,14.15687312,6.856123095
18268,118.5280222,135.1591654,14.15703107,6.889084368
18270,114.7557439,135.1665639,14.15718901,6.842422557
18272,121.9235016,135.173962,14.15734694,6.929832432
18274,118.3421294,135.1813597,14.15750484,6.88681995
18276,119.9505519,135.1887569,14.15766273,6.906295986
18278,118.0619798,135.1961538,14.1578206,6.88340063
18280,122.3538793,135.2035502,14.15797845,6.934916033
18282,119.0993089,135.2109463,14.15813629,6.896021232
18284,121.3001115,135.218342,14.1582941,6.922437067
18286,120.7875996,135.2257372,14.1584519,6.916328541
18288,118.6856888,135.233132,14.15860969,6.891002174
18290,119.2060257,135.2405265,14.15876745,6.897313353
18292,122.96409,135.2479205,14.1589252,6.942093247
18294,122.1294092,135.2553141,14.15908294,6.932266838
18296,118.4465039,135.2627074,14.15924065,6.888091806
18298,120.0432457,135.2701002,14.15939835,6.907410422
18300,120.5568569,135.2774926,14.15955603,6.913569899
18302,117.7218937,135.2848846,14.15971369,6.879238844
18304,120.5447782,135.2922762,14.15987134,6.913425347
18306,121.6406814,135.2996674,14.16002897,6.926481993
18308,116.7495066,135.3070582,14.16018658,6.867272642
18310,122.0570917,135.3144486,14.16034417,6.93141231
18312,119.8911634,135.3218386,14.16050175,6.905581518
18314,121.4832089,135.3292282,14.16065931,6.924613111
18316,117.5853179,135.3366174,14.16081685,6.877564121
18318,124.4628295,135.3440061,14.16097437,6.959571139
18320,118.8303111,135.3513945,14.16113188,6.892759074
18322,116.9686714,135.3587825,14.16128937,6.869978364
18324,122.2644126,135.3661701,14.16144685,6.933860731
18326,116.7675419,135.3735572,14.1616043,6.867495491
18328,118.8929011,135.380944,14.16176174,6.893518766
18330,120.5396505,135.3883304,14.16191917,6.913363977
18332,122.1701413,135.3957163,14.16207657,6.932747919
18334,121.6360458,135.4031019,14.16223396,6.926427013
18336,120.2493814,135.410487,14.16239133,6.909885663
18338,122.5151917,135.4178718,14.16254868,6.936816842
18340,117.1610208,135.4252561,14.16270602,6.872348857
18342,117.0843319,135.4326401,14.16286334,6.871404219
18344,121.4936839,135.4400236,14.16302064,6.924737504
18346,119.0673594,135.4474068,14.16317792,6.895634164
18348,119.7069214,135.4547895,14.16333519,6.90336276
18350,121.1049473,135.4621718,14.16349244,6.920113992
18352,119.7959239,135.4695538,14.16364968,6.904435011
18354,120.7637588,135.4769353,14.16380689,6.916043757
18356,116.6913008,135.4843164,14.16396409,6.866553203
18358,118.4922281,135.4916972,14.16412127,6.888648625
18360,118.6418661,135.4990775,14.16427844,6.890469385
18362,118.2062855,135.5064574,14.16443559,6.885162941
18364,119.928206,135.5138369,14.16459272,6.906027196
18366,121.14233,135.5212161,14.16474983,6.920559255
18368,121.6921488,135.5285948,14.16490693,6.927092283
18370,122.7609477,135.5359731,14.16506401,6.939707878
18372,119.2867968,135.543351,14.16522107,6.898290557
18374,120.2292564,135.5507285,14.16537811,6.909644192
18376,119.3920358,135.5581056,14.16553514,6.899562793
18378,118.422064,135.5654823,14.16569215,6.887794093
18380,122.4431958,135.5728586,14.16584915,6.935968795
18382,121.2601311,135.5802345,14.16600612,6.921961477
18384,122.6794503,135.5876101,14.16616308,6.938749797
18386,120.303134,135.5949852,14.16632003,6.910530416
18388,118.9224008,135.6023599,14.16647695,6.893876684
18390,117.6479729,135.6097342,14.16663386,6.878332652
18392,120.619461,135.6171081,14.16679075,6.914318883
